Compound	SMILES	Name	FingerprintNames	ECFP_4
AC86	C=CC(=O)N1CCN2C(C1)=CC=3C=CC=CC23	1-{1H,2H,3H,4H-pyrazino[1,2-a]indol-2-yl}prop-2-en-1-one	ECFP_4	0010000000000000000000011000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000001000000000000100000000000000100000000000010000010000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC87	C=CC(=O)NC1CCN(CC1)C(=O)C2=CC=CO2	N-[1-(furan-2-carbonyl)piperidin-4-yl]prop-2-enamide	ECFP_4	0010000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000001000100000000000000000000000000000100000001000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC88	ClC=1C=CC(OC2CCCN(C2)C(=O)C=C)=NC1	1-{3-[(5-chloropyridin-2-yl)oxy]piperidin-1-yl}prop-2-en-1-one	ECFP_4	0100000001000000000000010000000000000000000000000000000000000000000000000100000000000000000100000000000001000000000000001000100000000100000000000000000000001000000000000000000000000100000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC89	C=CC(=O)NC1(CCOCC1)C=2C=CC=CC2	N-(4-phenyloxan-4-yl)prop-2-enamide	ECFP_4	0010000000000000000000010000000000000000000000000000000000000000000000100010000000000000000010000000000000000000000000000000000100000001000010000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC90	C=CC(=O)NC1CCCOC=2C=CC=CC12	N-(2,3,4,5-tetrahydro-1-benzoxepin-5-yl)prop-2-enamide	ECFP_4	0010000000000000000000010000000100000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000100100000000000010000000000000000000000000000000000000000001000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC91	C=CC(=O)NC(C1CCC1)C=2C=CC=CN2	N-[cyclobutyl(pyridin-2-yl)methyl]prop-2-enamide	ECFP_4	0010000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000100001000000000000000000000000000000000000001000100000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC92	CC(C)C(NC(=O)C=C)C1=NC(=NO1)C2CC2	N-[1-(3-cyclopropyl-1,2,4-oxadiazol-5-yl)-2-methylpropyl]prop-2-enamide	ECFP_4	0100000000000000010001000000000000001001000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000010000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC93	CC1(C)CNC(=O)CN1C(=O)C=C	5,5-dimethyl-4-(prop-2-enoyl)piperazin-2-one	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC94	C=CC(=O)N1CCC(CC1)C=2C=CON2	1-[4-(1,2-oxazol-3-yl)piperidin-1-yl]prop-2-en-1-one	ECFP_4	0010000000000000000000000110000000000000100000000000000000000000000000000010000000000000000001000000000000000000000000000000001000010000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC95	CNC(=O)C=1C=CN(N1)C2CCCN(C2)C(=O)C=C	N-methyl-1-[1-(prop-2-enoyl)piperidin-3-yl]-1H-pyrazole-3-carboxamide	ECFP_4	0010000000100000000000000100000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000001000000000000001000000000000000000000000000000000001001000000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC96	C=CC(=O)NC1CCOC2(CCSC2)C1	N-{6-oxa-2-thiaspiro[4.5]decan-9-yl}prop-2-enamide	ECFP_4	0000000000000000000000001000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000100000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC97	C=CC(=O)N1CN(CC=2C=CC=CC2)C(=O)C1	3-benzyl-1-(prop-2-enoyl)imidazolidin-4-one	ECFP_4	0010000000000000000000100000000000000000000000000000000000001000000001000000000000000000010000000000000000000000000000000001000000000001000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC98	C=CC(=O)NC=1C=CC=2NC(=O)CC2C1	N-(2-oxo-2,3-dihydro-1H-indol-5-yl)prop-2-enamide	ECFP_4	0100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000001000000000000000000000010000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC99	CN(C)C=1C=C2CN(CCC2=NN1)C(=O)C=C	1-[3-(dimethylamino)-5H,6H,7H,8H-pyrido[4,3-c]pyridazin-6-yl]prop-2-en-1-one	ECFP_4	0100000000000000000001000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC100	C=CC(=O)NC1CS(=O)(=O)CC=2C=CC=CC12	N-(2,2-dioxo-3,4-dihydro-1H-2??-benzothiopyran-4-yl)prop-2-enamide	ECFP_4	0100000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000111010000000001000000000000000000000000000000000000000000010001000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC101	C=CC(=O)NCC1CCSCC1	N-[(thian-4-yl)methyl]prop-2-enamide	ECFP_4	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000100001000000000001001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC102	C=CC(=O)NCC=1C=CC=CC1	N-benzylprop-2-enamide	ECFP_4	0010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000010000100000000001010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC103	FC=1C=C(CCNC(=O)C=C)C=2OCOCC2C1	N-[2-(6-fluoro-2,4-dihydro-1,3-benzodioxin-8-yl)ethyl]prop-2-enamide	ECFP_4	0100000000000000000000000000000000000000000000000000010000000000100000000000000000000000010000000000000000000000000000100000000000010000100000000000010000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC104	ClC=1C=NN2C=C(CCNC(=O)C=C)C=NC12	N-(2-{3-chloropyrazolo[1,5-a]pyrimidin-6-yl}ethyl)prop-2-enamide	ECFP_4	0100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000100000000000000100000000001000000000000000101000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC105	CN1[C@H]([C@@H](CC1=O)NC(=O)C=C)C2=CC=NN2C	N-[(2R,3R)-1-methyl-2-(1-methyl-1H-pyrazol-5-yl)-5-oxopyrrolidin-3-yl]prop-2-enamide	ECFP_4	0010000000000000000000000000000001000000010000000000000000000000100000000000000000000000010000000000100001000000000001100000000100010000000000000000000010000000000000000000001000100010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC106	COCN1C=C(NC(=O)C=C)C=N1	N-[1-(methoxymethyl)-1H-pyrazol-4-yl]prop-2-enamide	ECFP_4	0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000100000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC107	CC(C)[C@H](NC(=O)C=C)C(=O)N1CCCC1	N-[(2S)-3-methyl-1-oxo-1-(pyrrolidin-1-yl)butan-2-yl]prop-2-enamide	ECFP_4	0010000000000000010000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000010000100000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC108	C=CC(=O)NCC1(CCOCC1)C=2C=CC=CC2	N-[(4-phenyloxan-4-yl)methyl]prop-2-enamide	ECFP_4	0010000000000000000000001000000000000000000000000000000000000000000010000000000000100000001000000000000000000000000000000000010000000100001000010000000000010000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC109	FC=1C=C2CN(CC2=CC1F)C(=O)C=C	1-(5,6-difluoro-2,3-dihydro-1H-isoindol-2-yl)prop-2-en-1-one	ECFP_4	0100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000100001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC110	FC(F)(F)C=1C=CC=C(C1)N2CCC(CC2)NC(=O)C=C	N-{1-[3-(trifluoromethyl)phenyl]piperidin-4-yl}prop-2-enamide	ECFP_4	0100010000000000000000100000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000010000000000010000000000000000000000000001000001000000001000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC111	CC(C)C=1N=CC=2C3CCC(CC2N1)N3C(=O)C=C	1-[5-(propan-2-yl)-4,6,12-triazatricyclo[7.2.1.0?,?]dodeca-2,4,6-trien-12-yl]prop-2-en-1-one	ECFP_4	0100000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000100000000011000000010000000000000001000000010000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC112	CN1CCN(CC21CCOC2)C(=O)C=C	1-{6-methyl-2-oxa-6,9-diazaspiro[4.5]decan-9-yl}prop-2-en-1-one	ECFP_4	0010000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000001000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC113	C=CC(=O)NCC1CCCCS1	N-[(thian-2-yl)methyl]prop-2-enamide	ECFP_4	0000000000000000000000000000000000000000000000000000000000000100000100000000000000100000100000000000000000000000000000000000000010000000000001000010000000000001001000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC114	C=CC(=O)NCC1CSC=2C=CC=CC12	N-[(2,3-dihydro-1-benzothiophen-3-yl)methyl]prop-2-enamide	ECFP_4	0000000000000000000000010000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000100001000000000000100100000000000000000000000010001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC115	COC=1C=CC(=CC1F)C2(CCOCC2)NC(=O)C=C	N-[4-(3-fluoro-4-methoxyphenyl)oxan-4-yl]prop-2-enamide	ECFP_4	0010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000010000000000000000000000000001000000010000100001000000000000000000000010000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC116	CN1C(N(CC1=O)C(=O)C=C)C=2C=CC=CC2	3-methyl-2-phenyl-1-(prop-2-enoyl)imidazolidin-4-one	ECFP_4	0010000000000000000000100000000000000010000000000000000000000100000000000000000000000100001000000000000000000000000000000001000000001000100000001000000000000010000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
AC117	C=CC(=O)NCCC=1C=CC=2COCC2C1	N-[2-(1,3-dihydro-2-benzofuran-5-yl)ethyl]prop-2-enamide	ECFP_4	0100000000000000000000000000000000000000000000000000000000000000000100000000000010000000001000000000000000000000000000000001000000000000100001000000000000100000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
